Identifier,Sentence,Category1,basic qualifications,physical demands,experience,preferred qualifications,schedule,additional information,policy,licenses  certifications,salary,job description,disclaimer,location,education,company description,training,benefits
036af76d28fc8478,about abraxas energy consulting,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
036af76d28fc8478,other benefit of full time employment at abraxas,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
036af76d28fc8478,job overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
036af76d28fc8478,engineering department duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,supervisory responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,competency,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,the requirement list below be representative of the knowledge skill and/or ability require,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,leadership,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,organization,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
036af76d28fc8478,education experience and training,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,minimum require,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,additional consideration,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,certificate license registration,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
036af76d28fc8478,computer skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,vision requirement,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,work environment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
036af76d28fc8478,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
036af76d28fc8478,language,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03ae7a1c413d721d,technician be at the backbone of our organization therefore we provide they with the tool and resource to be successful,training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03ae7a1c413d721d,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,job summary,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,essential function,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,knowledge skill ability education,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,specific vision ability require by this job include close distance and peripheral vision,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,work environment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03ae7a1c413d721d,disclaimer,disclaimer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03ae7a1c413d721d,about alta,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03ae7a1c413d721d,alta equipment company pride itself in the p ’s of business,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03ae7a1c413d721d,what we look for,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ae7a1c413d721d,other opportunity at alta,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,responsibility and duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,other task duty as assign,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,require skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
050e3a0fab36b7a1,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
050e3a0fab36b7a1,supplemental pay type,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
096e05ee9b1fc5f2,company overview,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
096e05ee9b1fc5f2,about novasource,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
096e05ee9b1fc5f2,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
096e05ee9b1fc5f2,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
096e05ee9b1fc5f2,educational professional and/or other requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
096e05ee9b1fc5f2,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
096e05ee9b1fc5f2,desire qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
096e05ee9b1fc5f2,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
096e05ee9b1fc5f2,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
096e05ee9b1fc5f2,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
09b83f0671846453,overview,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
09b83f0671846453,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09b83f0671846453,core competency,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09b83f0671846453,duty and responsibility,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
09b83f0671846453,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09b83f0671846453,skill and qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09b83f0671846453,about integral group,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
09ec5247347ec116,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,demonstrate extensive ability and/or a prove record of success as a team leader who take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
09ec5247347ec116,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0a56777217cca234,description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0a56777217cca234,responsibility include,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a56777217cca234,additional skill qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0a56777217cca234,this temporary role may be eligible for the following,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0a56777217cca234,about actalent,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0d53d817135ea4d0,primary duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,require qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,additional skill and ability,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,work condition,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0d53d817135ea4d0,nice to have,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0d53d817135ea4d0,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,experience,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0d53d817135ea4d0,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0fd27605195812a6,example of duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,performance monitoring,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,other duty,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,supervisory responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,typical qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,knowledge of,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0fd27605195812a6,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081d98e8bf42731,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1081d98e8bf42731,note,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,about the role,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1081d98e8bf42731,your capability,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,additional job description,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,require skill experience education,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,prefer,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,leadership behavior,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081d98e8bf42731,about gm,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1081d98e8bf42731,benefit overview,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081d98e8bf42731,our comprehensive compensation plan incude the follow benefit in addition to many other,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081d98e8bf42731,equal employment opportunity statement,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,demonstrate extensive ability and/or a prove record of success as a team leader who take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127c70e5dd117efc,pwc do not intend to hire experienced or entry level job seeker who will need now or in the future pwc sponsorship through the h-1b lottery except as set forth within the follow policy https://pwc.to/h-1b-lottery-policy,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1535063a4913b88a,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535063a4913b88a,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535063a4913b88a,additional educational preference,education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1535063a4913b88a,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535063a4913b88a,successful candidate will need to demonstrate a prove track record in some or all of the following,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1535063a4913b88a,desirable skill experience,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535063a4913b88a,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15ef2d1bccca8282,role overview,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15ef2d1bccca8282,compensation,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15ef2d1bccca8282,requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15ef2d1bccca8282,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15ef2d1bccca8282,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15ef2d1bccca8282,supplemental pay,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16c89799ecc94cca,education experience,education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16c89799ecc94cca,essential knowledge skill and ability,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16c89799ecc94cca,essential job function,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16c89799ecc94cca,this position will work with our project manager and client support team to design and implement effective esg strategy include the follow responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16c89799ecc94cca,work with the project manager the client team re tech engineer and our datum and analytic team to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16c89799ecc94cca,additional desire skill and experience,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16c89799ecc94cca,personal benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16c89799ecc94cca,financial benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16c89799ecc94cca,about therma holding,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16c89799ecc94cca,key service include,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a5bdfc6fc15df44,must,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a5bdfc6fc15df44,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1a5bdfc6fc15df44,supplemental pay,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1ab5f1cd2c1333e7,who we be,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1ab5f1cd2c1333e7,your responsibility may include,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ab5f1cd2c1333e7,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ab5f1cd2c1333e7,basic require,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ab5f1cd2c1333e7,prefer,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1ab5f1cd2c1333e7,job function,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1ab5f1cd2c1333e7,job level,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1ab5f1cd2c1333e7,organization,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1ab5f1cd2c1333e7,corporate staff,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1e7a8666339bced6,responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7a8666339bced6,qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7a8666339bced6,benefit condition,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1e7a8666339bced6,this job be,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1e7a8666339bced6,this job be ideal for someone who be,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7a8666339bced6,benefit,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1e7a8666339bced6,schedule,schedule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e7a8666339bced6,supplemental pay,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1e7a8666339bced6,covid-19 consideration,policy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,job requirement and preference,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1e7af07f45ba8174,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-ifsmanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203fc50d7769bba3,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,demonstrate extensive ability and/or a prove record of success as a team leader,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,demonstrate extensive ability and/or a prove record of success as a team leader who take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203fc50d7769bba3,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217b54acecbe6980,introduction,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217b54acecbe6980,your role and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217b54acecbe6980,below be a list of the type of work sustainability consultant do,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217b54acecbe6980,who you be,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217b54acecbe6980,about business unit,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217b54acecbe6980,about ibm,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217b54acecbe6980,location statement,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217b54acecbe6980,in addition to a competitive benefit program consist of medical and life insurance retirement plan and time off eligible employee may also have access to,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22c65bedbf459cb0,additional specific accountability include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22e4cba76df1787f,company summary,company description,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22e4cba76df1787f,position summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22e4cba76df1787f,essential duty and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22e4cba76df1787f,position requirement,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22e4cba76df1787f,education and experience,education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22e4cba76df1787f,one of the following,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22e4cba76df1787f,other energy efficiency designation or certificate include,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22e4cba76df1787f,require skill knowledge and ability,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22e4cba76df1787f,license certification,licenses  certifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,deadline to apply,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,work location,location,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
236a2ea8c47f9c99,position summary,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236a2ea8c47f9c99,task and responsibility,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,minimum skill,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,competency,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236a2ea8c47f9c99,work environment,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236a2ea8c47f9c99,physical demand,physical demands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,career area,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,marketing sale product support,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,job description,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25bd080d980169c2,job duty responsibility may include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,top candidate will also have,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25bd080d980169c2,what we can offer you,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25bd080d980169c2,because we value your performance we offer a total reward package that provide day one benefit include but not limit to,benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27aae11deb32ede7,pwc professional skill and responsibility for this management level include but be not limit to,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,basic qualification,basic qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,prefer qualification,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,prefer knowledge skill,preferred qualifications,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,demonstrate extensive knowledge of and/or a prove record of success in role lead work stream involve client engagement pertain to the alignment of strategic it solution with business objective which include but be not limit to the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,demonstrate extensive ability and/or a prove record of success with take ownership and deliver on small to medium sized task with short turnaround time and minimal guidance include the follow area,experience,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27aae11deb32ede7,for position in new york city visit the following link for pay range information https://pwc.to/payrange-a-advisorymanager,salary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28cab2862cdad599,post summary,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28cab2862cdad599,work title,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28cab2862cdad599,role title,job description,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28cab2862cdad599,role code,additional information,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
